id,host_since,host_response_time,host_response_rate,host_is_superhost,host_listings_count,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,availability_365,number_of_reviews,first_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,host_days_active,air_conditioning,bbq,balcony,bed_linen,tv,coffee_machine,cooking_basics,white_goods,elevator,gym,child_friendly,parking,outdoor_space,internet,long_term_stays,private_entrance,time_since_first_review,time_since_last_review
35819493,2017-07-13,within an hour,100%,0.0,64.0,0.0,Laurelhurst,Other neighborhoods,House,Entire home/apt,9,3.0,4.0,5.0,214,2,1125,0,0,,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,1,1358.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,no reviews,no reviews
35831247,2015-08-12,within a few hours,100%,1.0,1.0,0.0,Cedar Park,Lake City,Other,Entire home/apt,8,1.0,3.0,3.0,138,2,15,0,22,2019-08-10,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,2059.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1-2 years,2-6 months
35841879,2019-06-13,unknown,unknown,0.0,13.0,1.0,Belltown,Downtown,Other,Private room,4,1.0,1.0,4.0,100,1,28,78,0,,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,1,658.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,no reviews,no reviews
35842935,2019-06-10,within an hour,50-89%,0.0,7.0,1.0,Central Business District,Downtown,Other,Private room,2,1.0,1.0,0.0,164,1,28,281,4,2020-01-17,80-94/100,10/10,10/10,0-8/10,10/10,10/10,10/10,1,661.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1-2 years,2-8 weeks
35842983,2019-06-10,within an hour,50-89%,0.0,7.0,1.0,Central Business District,Downtown,Other,Private room,2,1.0,1.0,2.0,139,1,28,281,3,2020-01-18,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,661.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1-2 years,1+ year
35843937,2012-04-27,within an hour,100%,1.0,12.0,1.0,Harrison/Denny-Blaine,Central Area,Apartment,Entire home/apt,1,1.0,1.0,1.0,69,3,120,127,9,2019-07-28,80-94/100,9/10,9/10,9/10,9/10,10/10,9/10,0,3261.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1-2 years,2-6 months
35870877,2016-06-28,within a few hours,100%,0.0,0.0,0.0,North Admiral,West Seattle,House,Entire home/apt,6,2.0,2.0,3.0,150,30,30,27,8,2019-12-16,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,1738.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1-2 years,2-6 months
35874486,2016-06-23,unknown,unknown,0.0,0.0,1.0,Central Business District,Downtown,Apartment,Entire home/apt,4,1.5,1.0,1.0,190,30,30,365,2,2019-07-27,80-94/100,10/10,0-8/10,10/10,9/10,10/10,9/10,1,1743.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1-2 years,1+ year
35874511,2015-08-27,within an hour,90-99%,1.0,0.0,1.0,Broadway,Capitol Hill,Apartment,Entire home/apt,4,1.0,1.0,2.0,97,2,25,263,63,2019-06-30,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,2044.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1-2 years,2-8 weeks
35878305,2015-11-02,within an hour,100%,0.0,1318.0,1.0,South Lake Union,Cascade,Apartment,Entire home/apt,2,1.0,1.0,1.0,81,30,1125,365,1,2020-12-14,95-100/100,10/10,10/10,0-8/10,10/10,10/10,10/10,1,1977.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0-6 months,2-6 months
35879017,2019-06-19,within an hour,100%,1.0,0.0,0.0,Columbia City,Rainier Valley,Other,Private room,2,1.0,1.0,1.0,64,2,30,313,61,2019-07-07,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,652.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1-2 years,2-8 weeks
35882466,2015-11-02,within an hour,100%,0.0,1318.0,1.0,Lower Queen Anne,Queen Anne,Apartment,Entire home/apt,4,2.0,2.0,2.0,182,30,1125,353,2,2019-11-05,95-100/100,10/10,10/10,10/10,9/10,10/10,0-8/10,1,1977.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1-2 years,6-12 months
35915436,2019-06-20,within an hour,100%,1.0,0.0,1.0,Wallingford,Other neighborhoods,House,Entire home/apt,4,2.0,2.0,3.0,166,2,14,27,66,2019-07-29,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,651.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1-2 years,2-8 weeks
35933365,2015-03-04,within a few hours,50-89%,0.0,18.0,1.0,Mid-Beacon Hill,Beacon Hill,Other,Private room,2,1.5,1.0,1.0,25,30,365,76,1,2019-08-31,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,2220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1-2 years,1+ year
35937764,2019-06-21,within an hour,100%,1.0,1.0,1.0,Genesee,West Seattle,Other,Entire home/apt,2,1.0,1.0,1.0,81,2,90,32,33,2019-11-18,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,650.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1-2 years,2-8 weeks
35941342,2015-12-28,within an hour,50-89%,1.0,0.0,1.0,Fremont,Other neighborhoods,Other,Entire home/apt,2,1.0,1.0,1.0,65,2,1125,268,24,2019-12-20,80-94/100,10/10,9/10,10/10,10/10,10/10,10/10,1,1921.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1-2 years,2-8 weeks
35942460,2015-08-02,within an hour,100%,1.0,1.0,1.0,Highland Park,Delridge,Other,Entire home/apt,4,1.0,1.0,1.0,88,1,21,103,90,2019-07-02,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,2069.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1-2 years,2-8 weeks
35998945,2019-06-23,within a few hours,100%,0.0,1.0,1.0,Harrison/Denny-Blaine,Central Area,House,Entire home/apt,6,3.0,4.0,4.0,380,30,1125,365,0,,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,1,648.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,no reviews,no reviews
36033478,2016-01-16,within an hour,100%,1.0,27.0,1.0,Stevens,Capitol Hill,House,Entire home/apt,9,2.0,2.0,5.0,163,1,365,260,17,2019-08-18,95-100/100,10/10,10/10,10/10,10/10,10/10,9/10,1,1902.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1-2 years,1+ year
36035418,2019-06-24,within an hour,100%,1.0,0.0,0.0,Haller Lake,Northgate,House,Entire home/apt,2,1.0,1.0,1.0,65,30,45,2,29,2019-09-15,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,647.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1-2 years,2-6 months
36036512,2017-08-03,within an hour,100%,0.0,9.0,1.0,Pioneer Square,Downtown,Apartment,Entire home/apt,2,1.0,1.0,1.0,79,30,1125,44,9,2019-09-07,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,1337.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1-2 years,2-6 months
36036785,2017-08-03,within an hour,100%,0.0,9.0,1.0,Pioneer Square,Downtown,Apartment,Entire home/apt,2,1.0,1.0,2.0,79,30,1125,148,14,2019-09-02,80-94/100,10/10,10/10,10/10,10/10,9/10,10/10,1,1337.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1-2 years,2-6 months
36037114,2016-06-20,within an hour,100%,1.0,1.0,1.0,Brighton,Rainier Valley,Other,Entire home/apt,4,1.0,1.0,2.0,57,1,1125,240,174,2019-06-30,95-100/100,10/10,9/10,10/10,10/10,10/10,10/10,1,1746.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1-2 years,0-2 weeks
36073318,2013-03-27,within an hour,100%,1.0,2.0,0.0,West Queen Anne,Queen Anne,Apartment,Entire home/apt,4,1.0,1.0,2.0,135,2,30,73,68,2019-07-17,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,2927.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1-2 years,2-8 weeks
36075411,2017-01-20,within an hour,90-99%,0.0,11.0,1.0,Sunset Hill,Ballard,House,Entire home/apt,2,1.0,1.0,1.0,173,1,1125,365,0,,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,1,1532.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,no reviews,no reviews
36075594,2015-11-23,within an hour,100%,1.0,6.0,1.0,North Delridge,Delridge,House,Entire home/apt,4,2.0,2.0,2.0,150,30,1125,0,25,2019-09-09,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,1956.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1-2 years,2-8 weeks
36075946,2015-12-23,unknown,unknown,0.0,1.0,0.0,South Delridge,Delridge,House,Entire home/apt,4,1.0,2.0,2.0,85,29,1125,43,5,2019-07-26,95-100/100,10/10,10/10,10/10,10/10,10/10,9/10,1,1926.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1-2 years,1+ year
36107139,2019-06-24,within an hour,100%,0.0,1.0,1.0,Atlantic,Central Area,Other,Entire home/apt,4,1.5,2.0,2.0,83,30,1125,50,138,2019-07-18,95-100/100,10/10,9/10,10/10,10/10,9/10,10/10,1,647.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1-2 years,0-2 weeks
36109021,2019-06-20,within an hour,100%,0.0,7.0,1.0,Lower Queen Anne,Queen Anne,Other,Private room,2,1.0,1.0,1.0,109,1,28,180,65,2019-12-01,80-94/100,9/10,10/10,9/10,9/10,10/10,9/10,1,651.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1-2 years,2-8 weeks
36109243,2019-06-20,within an hour,100%,0.0,7.0,1.0,Lower Queen Anne,Queen Anne,Other,Private room,2,1.0,1.0,1.0,109,1,28,178,31,2019-12-22,95-100/100,9/10,10/10,10/10,9/10,10/10,9/10,1,651.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1-2 years,2-8 weeks
36109379,2019-06-20,within an hour,100%,0.0,7.0,1.0,Lower Queen Anne,Queen Anne,Other,Private room,4,1.0,1.0,2.0,189,1,28,116,0,,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,1,651.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,no reviews,no reviews
36111633,2019-06-20,within an hour,100%,0.0,7.0,1.0,Lower Queen Anne,Queen Anne,Other,Private room,4,1.0,1.0,2.0,114,1,28,179,12,2019-11-16,80-94/100,9/10,10/10,10/10,9/10,10/10,9/10,1,651.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1-2 years,2-6 months
36111689,2019-06-20,within an hour,100%,0.0,7.0,1.0,Lower Queen Anne,Queen Anne,Other,Private room,4,1.0,1.0,2.0,114,1,28,134,5,2020-03-15,80-94/100,0-8/10,10/10,0-8/10,0-8/10,10/10,0-8/10,1,651.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1-2 years,6-12 months
36111813,2019-06-20,within an hour,100%,0.0,7.0,1.0,Lower Queen Anne,Queen Anne,Other,Private room,6,1.0,1.0,3.0,209,1,28,143,0,,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,1,651.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,no reviews,no reviews
36111871,2019-06-20,within an hour,100%,0.0,7.0,1.0,Lower Queen Anne,Queen Anne,Other,Private room,6,1.0,1.0,3.0,189,1,28,130,2,2020-10-03,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,651.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0-6 months,2-8 weeks
36114524,2014-10-26,within an hour,100%,1.0,1.0,1.0,Mount Baker,Rainier Valley,Other,Entire home/apt,4,1.0,1.0,2.0,118,30,1125,0,38,2019-09-15,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,2349.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1-2 years,2-8 weeks
36119692,2019-06-27,within a day,0-49%,0.0,0.0,1.0,First Hill,Downtown,Apartment,Entire home/apt,3,1.0,1.0,1.0,90,30,31,0,45,2019-06-30,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,644.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1-2 years,1+ year
36127160,2017-07-13,within an hour,100%,0.0,64.0,0.0,Eastlake,Cascade,House,Entire home/apt,12,3.0,3.0,5.0,248,2,1125,277,12,2019-08-08,80-94/100,9/10,9/10,10/10,9/10,10/10,9/10,1,1358.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1-2 years,2-8 weeks
36135642,2013-01-26,within an hour,100%,0.0,1.0,1.0,North Queen Anne,Queen Anne,Other,Entire home/apt,2,1.0,1.0,2.0,115,2,90,11,35,2019-07-05,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,2987.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1-2 years,2-8 weeks
36161080,2017-07-13,within an hour,100%,0.0,64.0,0.0,Gatewood,West Seattle,House,Entire home/apt,7,2.0,3.0,4.0,160,2,1125,241,8,2019-09-21,80-94/100,9/10,9/10,10/10,10/10,10/10,0-8/10,1,1358.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1-2 years,2-6 months
36185059,2018-07-21,within an hour,100%,1.0,0.0,1.0,Fremont,Other neighborhoods,House,Entire home/apt,4,1.0,2.0,2.0,175,1,60,222,24,2019-10-14,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,985.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1-2 years,2-8 weeks
36201051,2019-06-20,within an hour,90-99%,0.0,5.0,1.0,Belltown,Downtown,Other,Private room,2,1.0,1.0,0.0,165,1,28,190,1,2020-09-15,0-79/100,10/10,10/10,10/10,10/10,10/10,0-8/10,1,651.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,6-12 months,6-12 months
36201350,2019-06-20,within an hour,90-99%,0.0,5.0,1.0,Belltown,Downtown,Other,Private room,2,1.0,1.0,1.0,125,1,28,181,66,2020-02-15,80-94/100,10/10,10/10,10/10,10/10,10/10,9/10,1,651.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1-2 years,2-8 weeks
36201648,2019-06-20,within an hour,90-99%,0.0,5.0,1.0,Belltown,Downtown,Other,Private room,2,1.0,1.0,1.0,125,1,28,175,22,2020-01-22,80-94/100,10/10,10/10,10/10,10/10,10/10,10/10,1,651.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1-2 years,2-8 weeks
36201756,2019-06-20,within an hour,90-99%,0.0,5.0,1.0,Belltown,Downtown,Other,Private room,4,1.0,1.0,1.0,175,1,28,0,6,2020-07-02,80-94/100,9/10,10/10,9/10,10/10,10/10,10/10,1,651.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,6-12 months,2-8 weeks
36201910,2019-06-20,within an hour,90-99%,0.0,5.0,1.0,Belltown,Downtown,Other,Private room,4,1.0,1.0,2.0,135,1,28,166,21,2019-12-17,80-94/100,9/10,10/10,10/10,9/10,10/10,9/10,1,651.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1-2 years,2-8 weeks
36202177,2019-06-20,within an hour,100%,0.0,6.0,1.0,University District,University District,Other,Private room,2,1.0,1.0,0.0,119,1,28,119,2,2020-08-01,80-94/100,0-8/10,10/10,10/10,0-8/10,9/10,0-8/10,1,651.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,6-12 months,6-12 months
36205858,2013-11-11,within an hour,100%,1.0,1.0,1.0,Seaview,West Seattle,House,Entire home/apt,2,1.0,1.0,1.0,89,1,1125,153,50,2019-07-28,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,2698.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1-2 years,2-8 weeks
36210433,2012-10-14,within an hour,100%,0.0,1.0,1.0,Brighton,Rainier Valley,Other,Private room,2,1.0,1.0,1.0,42,30,1125,227,23,2019-08-16,95-100/100,10/10,10/10,10/10,10/10,10/10,9/10,0,3091.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1-2 years,2-6 months
36212430,2015-09-24,within an hour,100%,1.0,3.0,1.0,South Delridge,Delridge,House,Entire home/apt,8,1.0,2.0,5.0,150,1,10,203,105,2019-08-18,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,2016.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1-2 years,2-8 weeks
36212774,2015-09-24,within an hour,100%,1.0,3.0,1.0,South Delridge,Delridge,House,Entire home/apt,3,1.0,1.0,2.0,79,1,10,242,115,2019-08-11,95-100/100,10/10,10/10,10/10,10/10,9/10,10/10,1,2016.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1-2 years,2-8 weeks
36213039,2015-09-24,within an hour,100%,1.0,3.0,1.0,South Delridge,Delridge,House,Entire home/apt,12,2.0,3.0,7.0,222,1,8,109,17,2019-09-25,95-100/100,10/10,10/10,10/10,10/10,9/10,10/10,1,2016.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1-2 years,2-6 months
36235581,2019-06-20,within an hour,100%,0.0,6.0,1.0,University District,University District,Other,Private room,2,1.0,1.0,0.0,119,1,28,74,5,2020-07-09,80-94/100,9/10,10/10,9/10,0-8/10,10/10,9/10,1,651.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,6-12 months,2-8 weeks
36235813,2019-06-20,within an hour,100%,0.0,6.0,1.0,University District,University District,Other,Private room,4,1.0,1.0,2.0,149,1,28,68,1,2020-07-16,95-100/100,10/10,10/10,10/10,10/10,10/10,0-8/10,1,651.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,6-12 months,6-12 months
36235984,2019-06-20,within an hour,100%,0.0,6.0,1.0,University District,University District,Other,Private room,4,1.0,1.0,1.0,189,1,28,113,0,,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,1,651.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,no reviews,no reviews
36236107,2019-06-20,within an hour,100%,0.0,6.0,1.0,University District,University District,Other,Private room,2,1.0,1.0,1.0,119,1,28,119,10,2020-01-21,80-94/100,9/10,10/10,9/10,9/10,10/10,9/10,1,651.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1-2 years,2-6 months
36236176,2019-06-20,within an hour,100%,0.0,6.0,1.0,University District,University District,Other,Private room,4,1.0,1.0,2.0,139,1,28,115,5,2020-03-21,80-94/100,0-8/10,10/10,10/10,9/10,9/10,9/10,1,651.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1-2 years,2-6 months
36236883,2019-06-20,within an hour,50-89%,1.0,8.0,1.0,University District,University District,Other,Private room,4,1.0,1.0,0.0,179,1,28,173,1,2020-10-25,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,651.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0-6 months,2-6 months
36237111,2019-06-20,within an hour,50-89%,1.0,8.0,1.0,University District,University District,Other,Private room,4,1.0,1.0,0.0,189,1,28,115,6,2020-06-13,95-100/100,9/10,10/10,10/10,10/10,10/10,10/10,1,651.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,6-12 months,2-8 weeks
36237271,2019-06-20,within an hour,50-89%,1.0,8.0,1.0,University District,University District,Other,Private room,2,1.0,1.0,1.0,169,1,28,177,1,2021-02-21,95-100/100,10/10,10/10,10/10,10/10,10/10,0-8/10,1,651.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0-6 months,2-8 weeks
36237679,2019-06-20,within an hour,50-89%,1.0,8.0,1.0,University District,University District,Other,Private room,4,1.0,1.0,0.0,129,1,28,152,4,2020-05-23,80-94/100,10/10,9/10,10/10,10/10,10/10,10/10,1,651.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,6-12 months,2-8 weeks
36237869,2019-06-20,within an hour,50-89%,1.0,8.0,1.0,University District,University District,Other,Private room,4,1.0,1.0,2.0,139,1,28,180,11,2020-02-09,95-100/100,10/10,10/10,9/10,10/10,10/10,9/10,1,651.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1-2 years,2-6 months
36238111,2019-06-20,within an hour,50-89%,1.0,8.0,1.0,University District,University District,Other,Private room,4,1.0,1.0,2.0,139,1,28,171,4,2019-11-21,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,651.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1-2 years,2-6 months
36245973,2019-07-01,unknown,unknown,0.0,1.0,1.0,Broadway,Capitol Hill,Apartment,Entire home/apt,2,1.0,1.0,1.0,109,30,60,179,14,2019-07-14,80-94/100,9/10,9/10,10/10,9/10,10/10,9/10,1,640.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1-2 years,1+ year
36277783,2017-01-20,within an hour,90-99%,0.0,11.0,1.0,Central Business District,Downtown,Apartment,Entire home/apt,4,1.0,1.0,2.0,168,6,1125,341,8,2019-09-03,80-94/100,10/10,10/10,10/10,10/10,10/10,9/10,1,1532.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1-2 years,2-6 months
36279298,2010-01-27,within an hour,90-99%,1.0,17.0,1.0,Central Business District,Downtown,Apartment,Entire home/apt,4,1.0,1.0,2.0,142,3,30,0,24,2019-07-07,80-94/100,9/10,9/10,9/10,9/10,10/10,9/10,1,4082.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1-2 years,2-6 months
36280575,2018-06-21,within an hour,50-89%,0.0,1.0,0.0,Lower Queen Anne,Queen Anne,House,Entire home/apt,6,1.0,2.0,2.0,299,2,1125,353,1,2019-07-13,95-100/100,10/10,0-8/10,10/10,10/10,10/10,10/10,0,1015.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1-2 years,1+ year
36316902,2015-10-24,within an hour,100%,1.0,3.0,1.0,Broadway,Capitol Hill,Apartment,Entire home/apt,4,1.0,2.0,2.0,122,1,1125,63,47,2019-07-07,95-100/100,10/10,10/10,10/10,10/10,10/10,9/10,0,1986.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1-2 years,2-8 weeks
36399180,2019-07-05,unknown,unknown,0.0,1.0,1.0,North Delridge,Delridge,House,Entire home/apt,4,1.0,2.0,1.0,290,30,1125,365,0,,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,0,636.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,no reviews,no reviews
