id,host_since,host_response_time,host_response_rate,host_is_superhost,host_listings_count,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,availability_365,number_of_reviews,first_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,host_days_active,air_conditioning,bbq,balcony,bed_linen,tv,coffee_machine,cooking_basics,white_goods,elevator,gym,child_friendly,parking,outdoor_space,internet,long_term_stays,private_entrance,time_since_first_review,time_since_last_review
17585489,2014-03-12,within an hour,100%,1.0,2.0,1.0,West Woodland,Ballard,House,Entire home/apt,2,1.0,1.0,1.0,89,2,21,63,252,2017-04-14,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,2577.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2-3 years,2-8 weeks
17589837,2017-02-22,unknown,unknown,0.0,1.0,1.0,Bryant,Other neighborhoods,House,Entire home/apt,2,1.5,1.0,1.0,130,30,60,138,26,2017-04-24,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,1499.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2-3 years,6-12 months
17608455,2013-11-17,within an hour,100%,1.0,1.0,1.0,Ravenna,Other neighborhoods,Other,Entire home/apt,4,1.0,2.0,1.0,120,3,1125,223,61,2017-04-01,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,2692.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4+ years,6-12 months
17610590,2015-07-01,within an hour,100%,1.0,1.0,1.0,Lower Queen Anne,Queen Anne,House,Entire home/apt,6,2.0,3.0,3.0,334,2,1125,260,169,2017-03-24,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,2101.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,4+ years,2-8 weeks
17658016,2016-05-17,within an hour,100%,1.0,2.0,0.0,Broadway,Capitol Hill,House,Entire home/apt,5,2.0,2.0,3.0,199,2,48,176,204,2017-03-28,95-100/100,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,0,1780.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,4+ years,2-8 weeks
17716612,2013-10-10,within a day,100%,0.0,1.0,1.0,West Queen Anne,Queen Anne,House,Entire home/apt,8,2.5,4.0,4.0,463,6,30,357,43,2017-06-04,80-94/100,10/10,10/10,10/10,10/10,10/10,9/10,0,2730.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2-3 years,1+ year
17736840,2014-11-13,within a day,50-89%,0.0,1.0,1.0,Pioneer Square,Downtown,Apartment,Entire home/apt,2,1.0,1.0,1.0,127,30,1125,115,34,2017-04-09,95-100/100,10/10,9/10,10/10,10/10,10/10,9/10,0,2331.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2-3 years,2-6 months
17748936,2012-04-13,within an hour,100%,0.0,7.0,1.0,Broadway,Capitol Hill,Apartment,Entire home/apt,4,1.0,1.0,2.0,87,30,1125,343,218,2017-04-08,80-94/100,10/10,10/10,10/10,9/10,10/10,9/10,1,3275.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2-3 years,1+ year
17763220,2016-09-13,unknown,unknown,1.0,2.0,1.0,Rainier Beach,Rainier Valley,House,Entire home/apt,7,1.0,2.0,2.0,215,30,45,45,10,2017-11-26,80-94/100,10/10,9/10,10/10,10/10,9/10,9/10,1,1661.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2-3 years,1+ year
17767017,2017-03-18,within an hour,50-89%,0.0,1.0,1.0,Columbia City,Rainier Valley,Other,Entire home/apt,6,1.0,2.0,2.0,55,2,120,133,128,2017-04-03,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,1475.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2-3 years,2-6 months
17777744,2016-11-25,within an hour,100%,1.0,1.0,1.0,Windermere,Other neighborhoods,House,Entire home/apt,2,1.0,1.0,1.0,90,2,120,312,85,2017-04-23,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,1588.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2-3 years,2-6 months
17787304,2017-03-05,within an hour,100%,1.0,1.0,1.0,Mann,Central Area,Other,Private room,3,1.0,1.0,2.0,66,1,28,226,219,2017-04-22,95-100/100,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,1,1488.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2-3 years,0-2 weeks
17790593,2011-07-10,within an hour,100%,1.0,3.0,1.0,Broadway,Capitol Hill,Other,Private room,2,1.0,1.0,1.0,81,2,28,150,233,2017-04-09,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,3553.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2-3 years,2-8 weeks
17791049,2011-07-10,within an hour,100%,1.0,3.0,1.0,Broadway,Capitol Hill,Other,Private room,2,1.0,1.0,1.0,85,2,28,144,237,2017-04-09,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,3553.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2-3 years,2-8 weeks
17814988,2013-01-28,within an hour,90-99%,0.0,10.0,1.0,Belltown,Downtown,Apartment,Entire home/apt,6,1.0,2.0,3.0,139,3,90,49,172,2017-04-10,80-94/100,9/10,9/10,10/10,10/10,10/10,9/10,0,2985.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2-3 years,6-12 months
17829271,2016-11-18,within a day,50-89%,0.0,2.0,0.0,Ravenna,Other neighborhoods,House,Entire home/apt,5,1.5,2.0,3.0,156,2,60,98,74,2017-04-15,80-94/100,10/10,10/10,10/10,9/10,10/10,9/10,0,1595.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2-3 years,2-6 months
17882923,2012-07-27,within an hour,90-99%,0.0,68.0,1.0,Ravenna,Other neighborhoods,Apartment,Entire home/apt,5,1.0,3.0,3.0,125,30,1125,203,3,2017-08-04,80-94/100,9/10,0-8/10,10/10,9/10,10/10,9/10,1,3170.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2-3 years,2-6 months
17889172,2016-04-12,within an hour,100%,1.0,4.0,1.0,Wallingford,Other neighborhoods,Apartment,Entire home/apt,2,1.0,1.0,1.0,75,30,150,138,16,2017-05-14,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,1815.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2-3 years,1+ year
17903631,2016-12-06,within an hour,100%,1.0,2.0,1.0,Lower Queen Anne,Queen Anne,Other,Private room,2,1.0,1.0,1.0,85,1,7,86,251,2017-04-08,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,1577.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2-3 years,2-8 weeks
17904609,2017-03-26,unknown,unknown,1.0,1.0,0.0,Fremont,Other neighborhoods,Other,Private room,2,1.0,1.0,1.0,50,3,14,261,79,2017-05-08,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,1467.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2-3 years,6-12 months
17926290,2017-03-11,unknown,unknown,0.0,1.0,0.0,Greenwood,Other neighborhoods,Apartment,Entire home/apt,5,1.0,1.0,3.0,145,30,1125,177,56,2017-03-31,95-100/100,10/10,10/10,10/10,10/10,9/10,10/10,0,1482.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4+ years,1+ year
17929896,2016-06-06,within a few hours,100%,0.0,1.0,0.0,Broadview,Other neighborhoods,House,Entire home/apt,10,6.0,5.0,5.0,700,30,31,356,8,2017-07-29,95-100/100,10/10,9/10,10/10,10/10,10/10,9/10,0,1760.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2-3 years,1+ year
17937341,2015-09-13,within an hour,100%,1.0,1.0,1.0,Loyal Heights,Ballard,House,Entire home/apt,2,1.0,1.0,2.0,177,4,30,0,153,2017-04-30,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,2027.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2-3 years,2-8 weeks
17962405,2016-06-16,within an hour,100%,1.0,2.0,1.0,Alki,West Seattle,House,Entire home/apt,4,1.5,2.0,2.0,176,3,29,142,254,2017-05-21,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,1750.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2-3 years,2-8 weeks
17964426,2016-03-24,within an hour,100%,0.0,1.0,1.0,Fremont,Other neighborhoods,House,Entire home/apt,2,1.0,1.0,1.0,55,2,1125,0,127,2018-02-05,80-94/100,10/10,9/10,10/10,10/10,10/10,9/10,1,1834.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2-3 years,2-8 weeks
17974745,2016-01-20,unknown,unknown,0.0,1.0,0.0,University District,University District,Other,Entire home/apt,8,2.0,4.0,4.0,374,30,1125,365,6,2017-05-04,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,1898.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2-3 years,1+ year
17979842,2013-01-28,within an hour,90-99%,0.0,10.0,1.0,Belltown,Downtown,Apartment,Entire home/apt,4,1.0,1.0,4.0,101,3,30,63,147,2017-04-24,80-94/100,10/10,9/10,10/10,10/10,10/10,9/10,0,2985.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2-3 years,2-8 weeks
17990897,2011-12-14,within an hour,100%,1.0,1.0,1.0,Greenwood,Other neighborhoods,House,Entire home/apt,3,1.0,1.0,2.0,88,30,60,79,91,2017-05-07,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,3396.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2-3 years,2-6 months
17992342,2016-04-12,within an hour,100%,1.0,4.0,1.0,Wallingford,Other neighborhoods,Apartment,Entire home/apt,2,1.0,1.0,1.0,130,30,1125,1,68,2017-04-16,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,1815.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2-3 years,6-12 months
17992913,2016-04-12,within an hour,100%,1.0,4.0,1.0,Wallingford,Other neighborhoods,Apartment,Entire home/apt,4,1.0,2.0,2.0,106,2,1125,311,56,2017-04-17,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,1815.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2-3 years,2-8 weeks
17994682,2017-03-31,within an hour,100%,0.0,1.0,1.0,Victory Heights,Lake City,Other,Entire home/apt,3,1.0,2.0,2.0,142,3,28,290,4,2017-06-20,95-100/100,10/10,10/10,10/10,10/10,9/10,10/10,0,1462.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2-3 years,1+ year
18037851,2012-11-02,unknown,unknown,0.0,2.0,1.0,North College Park,Northgate,Other,Private room,1,1.0,1.0,1.0,76,1,27,179,16,2017-06-10,80-94/100,10/10,9/10,10/10,10/10,10/10,10/10,0,3072.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2-3 years,6-12 months
18055960,2016-05-01,within an hour,100%,1.0,1.0,1.0,Greenwood,Other neighborhoods,Apartment,Entire home/apt,4,1.0,1.0,2.0,79,2,60,77,133,2017-05-12,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,1796.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2-3 years,6-12 months
18058644,2014-03-13,within an hour,100%,0.0,3.0,1.0,Rainier Beach,Rainier Valley,House,Entire home/apt,8,2.0,4.0,4.0,205,2,1125,38,149,2017-05-12,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,2576.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2-3 years,0-2 weeks
18081189,2014-07-13,within an hour,100%,0.0,2.0,1.0,Broadway,Capitol Hill,Apartment,Entire home/apt,3,1.0,1.0,1.0,100,1,1125,338,282,2017-04-09,95-100/100,10/10,10/10,10/10,10/10,10/10,9/10,1,2454.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2-3 years,2-8 weeks
18095047,2012-06-03,within a few hours,100%,1.0,2.0,1.0,Adams,Ballard,Other,Private room,1,1.0,1.0,1.0,50,7,1125,16,41,2017-04-19,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,3224.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2-3 years,2-8 weeks
18097851,2013-12-07,within a day,100%,1.0,2.0,1.0,Maple Leaf,Northgate,House,Entire home/apt,8,3.5,4.0,4.0,750,3,1125,270,36,2017-06-12,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,2672.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2-3 years,1+ year
18119556,2017-04-08,within a few hours,100%,0.0,1.0,1.0,Minor,Central Area,House,Entire home/apt,6,1.0,2.0,3.0,399,2,30,49,143,2017-07-10,95-100/100,10/10,9/10,10/10,10/10,10/10,10/10,0,1454.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2-3 years,1+ year
18156698,2009-11-16,within an hour,100%,1.0,27.0,0.0,North Beach/Blue Ridge,Other neighborhoods,Apartment,Entire home/apt,5,1.0,1.0,3.0,125,1,1125,278,200,2017-06-06,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,4154.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2-3 years,2-8 weeks
18182005,2014-05-29,within an hour,90-99%,1.0,1.0,1.0,Madison Park,Capitol Hill,House,Entire home/apt,10,2.5,4.0,5.0,369,3,300,56,81,2017-06-02,95-100/100,10/10,9/10,10/10,10/10,10/10,9/10,0,2499.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2-3 years,0-2 weeks
18194024,2015-10-14,within an hour,100%,1.0,1.0,1.0,South Park,Other neighborhoods,Other,Private room,2,1.0,1.0,1.0,52,1,28,128,203,2017-05-04,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,1996.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2-3 years,2-8 weeks
18196871,2012-06-22,within an hour,100%,0.0,1.0,1.0,Seward Park,Seward Park,Other,Entire home/apt,6,1.0,1.0,3.0,77,2,200,305,56,2017-07-30,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,3205.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2-3 years,0-2 weeks
18213259,2015-11-24,within an hour,100%,1.0,6.0,1.0,Interbay,Interbay,Apartment,Entire home/apt,3,1.0,1.0,2.0,89,30,1125,128,191,2017-04-18,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,1955.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2-3 years,2-8 weeks
18213923,2015-03-17,within an hour,100%,0.0,3.0,1.0,Mann,Central Area,Other,Private room,2,1.0,1.0,1.0,32,30,1125,229,16,2017-06-07,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,2207.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2-3 years,2-6 months
18215078,2015-01-27,within an hour,100%,1.0,2.0,1.0,Matthews Beach,Lake City,Other,Entire home/apt,3,1.0,1.0,2.0,90,30,30,39,98,2017-06-10,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,2256.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2-3 years,2-6 months
18241507,2015-04-08,within an hour,100%,1.0,2.0,1.0,Alki,West Seattle,House,Entire home/apt,8,2.0,4.0,6.0,400,5,1125,0,66,2017-08-01,95-100/100,10/10,10/10,10/10,10/10,10/10,9/10,0,2185.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2-3 years,2-6 months
18250300,2017-04-16,within a few hours,100%,0.0,1.0,1.0,Matthews Beach,Lake City,Apartment,Entire home/apt,3,1.0,1.0,2.0,95,3,90,107,35,2017-06-11,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,1446.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2-3 years,2-6 months
18266409,2015-10-24,within an hour,100%,1.0,3.0,1.0,North Queen Anne,Queen Anne,Apartment,Entire home/apt,4,1.0,1.0,1.0,89,30,1125,94,161,2017-04-22,95-100/100,10/10,9/10,10/10,10/10,10/10,9/10,0,1986.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2-3 years,2-8 weeks
18322559,2009-04-17,within a day,100%,0.0,1.0,1.0,Laurelhurst,Other neighborhoods,House,Entire home/apt,4,2.0,2.0,2.0,180,30,250,197,0,,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,0,4367.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,no reviews,no reviews
18325583,2016-12-19,within an hour,100%,0.0,1.0,1.0,Matthews Beach,Lake City,House,Entire home/apt,6,2.0,3.0,3.0,210,3,1125,290,36,2017-10-08,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,1564.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2-3 years,2-8 weeks
18329286,2014-08-15,within an hour,100%,1.0,1.0,1.0,Wallingford,Other neighborhoods,Other,Entire home/apt,4,1.0,1.0,1.0,117,4,1125,84,75,2017-05-05,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,2421.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2-3 years,2-8 weeks
18331755,2014-05-14,within a few hours,100%,1.0,8.0,0.0,Minor,Central Area,Apartment,Entire home/apt,6,1.0,2.0,3.0,300,30,1000,179,12,2017-08-13,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,2514.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2-3 years,1+ year
18348358,2013-02-15,within a few hours,100%,1.0,2.0,1.0,Seaview,West Seattle,Other,Private room,2,1.5,1.0,1.0,49,3,180,43,54,2017-12-31,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,2967.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2-3 years,1+ year
18349381,2012-07-27,within an hour,90-99%,0.0,68.0,1.0,University District,University District,Apartment,Entire home/apt,4,1.0,2.0,1.0,105,30,1125,0,3,2017-08-20,80-94/100,10/10,9/10,9/10,10/10,10/10,10/10,0,3170.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2-3 years,1+ year
18358544,2013-08-12,within an hour,100%,1.0,1.0,1.0,Madison Park,Capitol Hill,Other,Entire home/apt,4,1.0,1.0,2.0,109,2,60,100,135,2017-05-14,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,2789.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2-3 years,2-8 weeks
18370014,2012-02-05,within an hour,100%,1.0,1.0,1.0,Ravenna,Other neighborhoods,House,Entire home/apt,2,1.0,1.0,1.0,103,2,14,82,143,2017-06-06,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,3343.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2-3 years,2-8 weeks
18390265,2012-02-07,within an hour,100%,1.0,3.0,1.0,First Hill,Downtown,Apartment,Entire home/apt,3,1.0,1.0,1.0,181,1,120,162,61,2017-05-02,80-94/100,10/10,9/10,10/10,10/10,10/10,9/10,0,3341.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2-3 years,6-12 months
18431386,2014-10-30,within an hour,90-99%,0.0,31.0,1.0,West Woodland,Ballard,Apartment,Entire home/apt,8,1.0,1.0,4.0,113,1,365,348,24,2017-05-08,80-94/100,0-8/10,9/10,9/10,9/10,10/10,0-8/10,1,2345.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2-3 years,2-8 weeks
18451722,2015-12-26,within an hour,90-99%,0.0,13.0,1.0,First Hill,Downtown,Apartment,Entire home/apt,3,1.0,1.0,2.0,84,1,29,346,219,2017-04-30,80-94/100,9/10,9/10,10/10,10/10,10/10,9/10,1,1923.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2-3 years,0-2 weeks
18464732,2017-04-28,within an hour,100%,1.0,1.0,0.0,Alki,West Seattle,House,Entire home/apt,4,1.0,1.0,2.0,103,2,28,27,129,2017-07-08,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,1434.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2-3 years,2-8 weeks
18477502,2016-07-05,within an hour,100%,1.0,2.0,1.0,Fremont,Other neighborhoods,House,Entire home/apt,10,3.5,4.0,5.0,201,1,1124,175,245,2017-05-26,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,1731.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2-3 years,2-8 weeks
18478643,2015-04-22,within an hour,100%,1.0,1.0,1.0,Maple Leaf,Northgate,Apartment,Entire home/apt,4,2.0,2.0,2.0,100,3,12,2,17,2017-05-07,80-94/100,10/10,9/10,10/10,10/10,10/10,9/10,0,2171.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2-3 years,2-6 months
18483622,2014-02-25,within an hour,100%,0.0,1.0,1.0,Wallingford,Other neighborhoods,House,Entire home/apt,8,1.5,4.0,4.0,264,30,200,0,34,2017-05-21,80-94/100,9/10,9/10,9/10,9/10,9/10,9/10,0,2592.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2-3 years,1+ year
18485076,2016-06-08,within an hour,100%,1.0,1.0,1.0,Phinney Ridge,Other neighborhoods,House,Entire home/apt,4,1.0,1.0,1.0,135,14,90,29,104,2017-05-22,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,1758.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2-3 years,2-8 weeks
18486838,2013-09-04,unknown,unknown,1.0,1.0,1.0,Eastlake,Cascade,Other,Private room,2,1.0,1.0,1.0,70,30,35,0,63,2017-06-15,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,2766.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2-3 years,1+ year
18491600,2016-12-21,within an hour,100%,1.0,2.0,1.0,East Queen Anne,Queen Anne,Other,Entire home/apt,3,1.0,1.0,1.0,75,2,7,114,241,2017-07-21,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,1562.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2-3 years,1+ year
18491674,2016-12-21,within an hour,100%,1.0,2.0,1.0,East Queen Anne,Queen Anne,Other,Entire home/apt,3,1.0,1.0,1.0,75,2,40,31,243,2017-07-28,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,1562.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2-3 years,6-12 months
18491733,2017-02-12,within a few hours,100%,1.0,0.0,1.0,Wallingford,Other neighborhoods,House,Entire home/apt,2,1.0,1.0,2.0,92,1,10,0,133,2017-05-06,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,1509.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2-3 years,2-6 months
