,Neighbourhood,Neighbourhood Latitude,Neighbourhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
1717,West Lake Hills,47.59727235376141,-122.14527701355988,Tokyo Stop Teriyaki,47.596945717349406,-122.14971567666548,Japanese Restaurant
1723,West Lake Hills,47.59727235376141,-122.14527701355988,Combo Restaurant,47.59562903473073,-122.14919796640724,Chinese Restaurant
1730,Factoria,47.57205010565709,-122.16623291576016,Saigon Deli,47.57585587574101,-122.16864619339488,Vietnamese Restaurant
1738,Factoria,47.57205010565709,-122.16623291576016,I Love Pho,47.575479,-122.16877,Vietnamese Restaurant
1739,Factoria,47.57205010565709,-122.16623291576016,Toshi's Teriyaki,47.57351424653309,-122.168510601396,Asian Restaurant
1742,Factoria,47.57205010565709,-122.16623291576016,Chipotle Mexican Grill,47.57446586629125,-122.16895959573382,Mexican Restaurant
1743,Factoria,47.57205010565709,-122.16623291576016,Jamba Juice,47.574809,-122.170978,Juice Bar
1744,Factoria,47.57205010565709,-122.16623291576016,Panda Express,47.5747549404285,-122.17096561298412,Chinese Restaurant
1747,Factoria,47.57205010565709,-122.16623291576016,Southgate Oriental Grocery,47.57529527239637,-122.16864948572008,Grocery Store
1748,Factoria,47.57205010565709,-122.16623291576016,Greek Express,47.5739765206745,-122.17214610279284,Greek Restaurant
1750,Factoria,47.57205010565709,-122.16623291576016,Ooba Tooba,47.575818373840136,-122.16831939758156,Mexican Restaurant
1752,Factoria,47.57205010565709,-122.16623291576016,Ricardo's Mexican Restaurant,47.57270193041807,-122.17038135826536,Mexican Restaurant
1753,Factoria,47.57205010565709,-122.16623291576016,Dim Sum Factory 鼎記,47.57333562680482,-122.17232776168171,Dim Sum Restaurant
1755,Factoria,47.57205010565709,-122.16623291576016,Teriyaki Time,47.57580917296262,-122.16871417853343,Asian Restaurant
1758,Factoria,47.57205010565709,-122.16623291576016,Boba T Express,47.574004028669385,-122.17190093770814,Café
1771,Eastgate - Cougar Mountain,47.55326073931897,-122.12266548886224,Seattle Seahawks 12 Club,47.55297127722476,-122.1255963574541,American Restaurant
1776,White Center,47.5086343930155,-122.34789107149508,Saar's Super Saver Foods,47.508113631401365,-122.35437452450589,Grocery Store
